,userNickname,title,formattedDate,text,isRecommended,rating,badges,positiveFeedbackCount,negativeFeedbackCount
243,Bree,Spring into Sporty,"May 15, 2025","This is a mix of spring and sporty. The green pops, but the colors within the flowers allow this shoe to be worn with a diverse selection of options. Like Sambas, I went down a half size and I have more than enough room.",True,5,['IncentivizedReview'],0,0
244,YMM!,Nice color,"May 15, 2025",Love the color and they are very comfortable. 100% recommended,True,5,['IncentivizedReview'],0,0
245,LindsBit,Super cute. I sized down,"May 15, 2025",Sized down a full size because they were sold out of my size and a half size down. They are right on the line. They fit but no extra room! Can’t break them in. I feel like they always stretch after a couple of wears!,True,5,[],0,0
246,Hliebler,It is so adorable! I had tons of compliments!,"May 15, 2025",They are cute but super functional and comfy. It’s a fabulous addition to my collection,True,5,[],0,0
247,Mnm25,Not my style,"May 14, 2025",I returned these because they look like bowling shoes and made my feet look loooooonnnnggg.,False,1,['IncentivizedReview'],1,0
248,Mariajfb,Coolest sneakers I own!,"May 14, 2025",Cool style and collaboration with Liberty of London and soooo comfortable!,True,5,['IncentivizedReview'],0,0
249,Isadora,So cute!,"May 13, 2025",Love the style and fit. Will likely be getting it in more colors :),True,4,[],0,0
250,Sty2myself,Love the overall look and color. Very comfortable!,"May 13, 2025",I think I’ll get them in every color! They are so comfortable and not too heavy on my feet!,True,5,[],0,0
251,Dannyd,Love the 70's vibe they give.,"May 13, 2025",I wear an 81/2 but these sneakers are long narrow so had to exchange for a size 8. Very comfortable and super throwback stylish 😎,True,5,['IncentivizedReview'],1,0
252,Caty11,Very stylish!,"May 13, 2025","Stylish, comfortable and great colour. I am thinking of get another pair in a different colour like red/pink.",True,5,[],0,0
253,Splash,Narrow shoes size up if foot is wide,"May 12, 2025","Great looking shoes, definitely a eye catcher. A great alternative to the samba",True,5,[],0,0
254,alexmk,Great shoe,"May 12, 2025",Comfortable shoes. The colors are also great and scream summer.,True,5,['IncentivizedReview'],0,0
255,Marijana,My favourite stylish sneakers,"May 12, 2025",Stylish and comfy sneakers. You can wear them with anything but they are the best with dress and shorts.,True,5,['VerifiedPurchaser'],0,0
256,Lucy,"Ordered for the colors, returned","May 12, 2025","No arch support, feels like walking on a piece of cardboard with a wrap around it. Poor construction- can see glue and crack where they tried to stick the sole on.",False,2,[],4,0
257,GenXer,Stylish and comfortable!,"May 11, 2025",I literally get so many compliments on these every time I wear them. They are so comfortable I purposely style my outfit so I can wear them often. I love them so much I’ve ordered in other colors.,True,5,[],0,0
258,Iloveadidas,One of my favorite pair,"May 11, 2025",It look great for any occasion. Great pair with jean short and comfortable,True,5,['IncentivizedReview'],0,0
259,Banya,A great purchase,"May 11, 2025","Look really nice on, are lightweight and very comfortable",True,5,['IncentivizedReview'],0,0
260,Adiadicrazy,Couldnt resist the color,"May 11, 2025",Love the metallic green color. Fits true to size however the all leather seems a bit more snug. Excellent quality.,True,5,"['top1000', 'IncentivizedReview']",0,3
261,KeBeya,Great comfy and stylish,"May 10, 2025",Love them and so many colors to choose from. Next are the pink ones,True,5,[],0,0
262,Torr,"Material was thin, cheap and flimsy.","May 10, 2025","The shoes felt cheap, they took a short cut with the material of the bright pink part of the shoe. It was thin and flimsy, so didn’t hold its structure.",False,2,[],1,0
263,Ecuadorian,I love the colors and how comfortable they are.,"May 10, 2025","very pretty, modern, comfortable and delicate sneakers.",True,5,[],0,0
264,JnelMpls,Stunning shoe,"May 9, 2025",These shoes are absolutely beautiful. The flower fabric is stunning. I usually wear a 9 and I took advice to go down a size so 8 and 1/2 fit great,True,5,['IncentivizedReview'],1,0
265,MiamiGem,Love the color,"May 9, 2025",Lightweight comfortable shoe in a great color. Although I usually wear a 5.5 I find I need to go down to 5 in adidas. But the arch is in the perfect location for my feet.,True,5,['IncentivizedReview'],0,0
266,LMDK,Lousy Customer Service,"May 8, 2025","I ordered these SL72 OG shoes two days ago. Went on sale for 20% off. Called customer service to get an adjustment, also purchase the women's track pants that went on sale for 20% off. Customer service representation stated Adidas does not give any price adjustments. My savings would have been 34.00 dollars. What a lousy customer service policy, will return all items and NEVER purchase Adidas and advice all friends and family to do the same. Good job customer service!",False,1,[],7,1
267,AdidasOG,Cute shoes and great colourway,"May 8, 2025",Goes with everything and can wear all day long with excellent comfort,True,4,[],0,0
268,Donzo,Amazing. Please Do NOT discontinue this shoe.,"May 8, 2025","So much like the originals. Lightweight, materials match the originals I had back in the 1970's.",True,5,['IncentivizedReview'],0,0
269,SRJ723,bought these to match a Hawaiian shirt vobe. not o,"May 8, 2025","Really love the look. I have several SL 72s, they are one of my favorite styles to pair with my work clothes.",True,5,[],0,0
270,AdiAddict,Comfortable fit. Nice spring vibe.,"May 8, 2025",Very comfortable beautiful spring colors. The vibe of this color looks good with many spring looks and colors.,True,5,['IncentivizedReview'],2,0
271,FOXY,Great sneaker,"May 7, 2025",Great fashion sneaker! Comfortable and on trend. All the colors were great!  Very hard to chose from.,True,5,['IncentivizedReview'],0,0
272,Nina,"Beautiful but they don’t fit, they’re far too big.","May 7, 2025",I wear a 5 in women and these fit like a 7. I’ve bought adidas in the past and 5 has always been my size yet this is far too big.,False,1,[],2,0
273,Meeggie,So cute! And the liberty print is embroidered!!!!,"May 7, 2025",Want every show from this collection..they’re all perfect,True,5,[],0,0
274,Madre,Runs very large. Order a half size down.,"May 7, 2025",Cute shoes but run very large.  I am usually an 8 1/2 but had to return the first pair and get an 8. The first pair was an inch too long.,True,5,['IncentivizedReview'],2,0
275,Jill,Wish it fit!,"May 7, 2025","Shoe looks nice, I ordered a 7women, it fit like a 9. Had to return.",False,1,['IncentivizedReview'],0,0
276,AKAMRSKAY,Spring in a sneaker!,"May 7, 2025","Adidas flat out make the most comfortable sneakers. These are vibrant, fun. Go with nothing and everything.",True,5,['IncentivizedReview'],0,0
277,Joer,Excelent product,"May 6, 2025",My mom really like it because of the really nice flow,True,5,[],0,0
278,Mamabearx7,Love! While I wish I could wear the purple kids on,"May 6, 2025","Fantastic! While my girls told me I couldn’t pull the style, after they arrived they told me they slapped. I’ll take it.",True,5,[],1,0
279,trueadidasloyalist,Gift purchase. Loved them!,"May 6, 2025",Really nice shoe. Stylish and comfortable. Love them!,True,5,[],0,0
280,Jlp123,So cute!,"May 6, 2025",So cute and comfortable. They do run big I initially ordered the same size I wear in sambas but had to size down a half a size in these.,True,5,['IncentivizedReview'],2,0
281,Ale2,Beautiful design!,"May 6, 2025","If you’re going to walk long distances or be on your feet all day, I don’t recommend them, but I love them, they’re very cute",True,5,[],1,0
282,RLynn,"Love, love, love!!","May 6, 2025",The flowers were perfect for the spring and summer.,True,5,['IncentivizedReview'],0,0
283,Gaga25,"Color is amazing, runs very large","May 5, 2025",Beautiful shoe. Vibrant color. Runs very large. At least 1 size too big. Had to exchange...still waiting.,True,4,['IncentivizedReview'],0,0
284,Colorful,Happy and look forward to more reissues,"May 5, 2025",Great authentic reissue of a great 70s era track shoe.   Comfortable and flexible sole. That’s makes the feel unique.  A long ago memory comes back. But is better made and will last longer than same ones way back when,True,5,['IncentivizedReview'],0,0
285,HearMeOut,Pretty!,"May 5, 2025","As a fan of Liberty of London prints, I knew this pair is a must have. I ordered my usual size but I was nervous because many reviewers mentioned to size down 1/2 a size. Well, I feel this pair of shoes runs true to size. The front of the shoes does taper a little, so you can’t treat this like your usual runners thinking they’ll fit the same at the front. I would recommend getting your usual sizes. But this pair is so pretty!",True,5,[],2,0
286,WLynn,These are fire and can go with so many outfits.,"May 5, 2025",I wasn’t sure about the colorway until I opened the box; then I was very pleased. I’ve only worn them twice but have received compliments both times. Great shoe.,True,5,[],0,0
287,Sima,Beautiful !,"May 5, 2025","Looking as beautiful as I thought, very comfortable.",True,5,['VerifiedPurchaser'],0,0
288,Joan,Amazing style and comfort,"May 5, 2025","I absolutely love these sneakers. They are so stylish, they make any outfit look much better. And they are very light and comfortable. My favorite pair.",True,5,[],1,0
289,Giselle,Beautiful!,"May 4, 2025","Confortable and fashion! Like with a dress, jeans or sport wear….",True,5,['IncentivizedReview'],0,0
290,McDee56,As the description says these runs big.,"May 3, 2025",I got a smaller size and rocked these with my adidas maxi dress. Comfortable and cute perfect for summer.,True,5,[],0,0
291,Brownsugar,Comfortable and true to size,"May 3, 2025",It's vibrant and very stylish Would recommend. Can't wait to style it,True,5,['IncentivizedReview'],0,0
292,Mjay,These sneakers are everything and more!,"May 3, 2025","The fit, style, quality and colour mix are perfect!",True,5,[],0,0
293,Chelle53,Beautiful colorway.,"May 3, 2025",I walked around in a mall for 4 hours and my feet did not hurt. I find that adidas run a half size big. I'm a true 8.5 and the 8 fit perfectly.,True,5,['IncentivizedReview'],1,0
294,Deniseghoff54,Love them,"May 3, 2025",They are different and that’s what makes them standout. In addition they are very comfortable.,True,5,['IncentivizedReview'],0,0
295,alida,Best purchase ever,"May 3, 2025",Totally in love with these shoes! I love Adidas ❤️❤️❤️❤️❤️ since I was a little girl,True,5,['IncentivizedReview'],0,0
296,HappyShoes,My wife had to get a half size smaller,"May 2, 2025",Great comfort and the she loves the colors. We'll get another pair once she breaks in her first pair.,True,5,[],0,0
297,Bluehillz,Getting lots of compliments!,"May 2, 2025",Another Adidas classic for your sneaker rotation. Love the color selection!,True,5,['IncentivizedReview'],0,0
298,C1234,Poor quality,"May 1, 2025","The shoes themselves are SO cute, but Adidas is having a quality control problem. I’ve ordered them *THREE* different times, and each time, there has been a visible green glue/some sort of adhesive on various parts of the shoe.",False,1,[],2,0
299,Tamy,Very comfortable and beautiful.,"May 1, 2025",Very comfortable and beautiful. I really liked it and recommend it to anyone who wants comfortable and stylish shoes.,True,5,[],0,0
300,Chartreusemoss,Love these!,"May 1, 2025",Love the green of the Liberty collab! Comfortable. I am usually an 8-8.5 but a 7.5 in adidas.,True,5,['IncentivizedReview'],0,0
301,Stella88,Sexy & Sporty runners,"May 1, 2025",Obsessed with these!! I love them so much they are so cute and chic and sporty! Great combo,True,5,[],1,0
302,LaraQ,It makes your outfit look unique!,"May 1, 2025",Great design and very comfortable! I wear it with my suit to dress it down!,True,5,['IncentivizedReview'],0,0
303,NikkiHarmony,Awesome shoe but runs big,"April 30, 2025","These shoes seem to run big. I usually where anywhere from 8-9  or 25-25.5cm and I have had to return these twice. 1st I got the 8.5, then the 8 and then third time was a charm and the 7.5 fits perfectly. I love how they look in the black and charcoal and the neon green stripe is a great accent. The toe box is wide enough so my baby toe doesn't hurt and they're very comfortable, even for long days. I also really like the laces. They're thinner than normal laces and they stay tied well.",True,5,['IncentivizedReview'],3,0
304,DmC50,Cost.,"April 30, 2025",Style .cost.color.look they are stylish and affordable,True,5,['IncentivizedReview'],0,1
305,Ellakay328,Fave shoes forever,"April 30, 2025","Sl72’s never disappoint! Once you know your size in these, they’re consistent in all the ways. I’m usually a 7 in women’s, and these fit perfectly.",True,5,[],0,1
306,Fitmor,The best fit fit,"April 29, 2025",Love the vibrant colors. I have a wide foot and thought it maybe tight! I was so glad I was wrong….,True,5,['IncentivizedReview'],1,0
307,Bellachicka1,Cute but too big,"April 29, 2025",Super cute. Had to return because it was too big. Size down 1/2 a size.,True,3,"['VerifiedPurchaser', 'IncentivizedReview']",1,0
308,DVa25,Love theses shoes and so fun!,"April 29, 2025",I really love these shoes-I have a wide foot and they were forgiving- I read the reviews and ordered half a size smaller and they worked (usually a 9 and got an 8.5).  Colors are great-very bright and fun.  Very comfortable as well form it having a lot of tread.  They are very fun and exactly what I was looking for.,True,5,['IncentivizedReview'],2,0
309,IC33,Stylish sneaker!,"April 28, 2025",Stands out in a subtle way! Great color combination!,True,5,['IncentivizedReview'],0,0
310,Tll413,So adorable,"April 28, 2025",Adorable..cant wait to wear. Will be cute with dresses and jeans! Runs large I sized down,True,5,['IncentivizedReview'],1,0
311,Angie39,Lots of compliments!!!,"April 28, 2025",Every time I wear these shoes I get tons of compliments. Super comfortable but they run big. I would size down a whole size. So happy with this purchase!!,True,5,['IncentivizedReview'],0,0
312,tclow2,Great color for Spring!,"April 28, 2025",I love the vintage track look in a fun color for spring.,True,4,['IncentivizedReview'],0,0
313,LadyKooky,Stupid cute and very comfortable!!,"April 28, 2025",These little ditties are real comfortable. I would maybe size down at least half a size or more as mine were a little bit bigger than I like.,True,5,[],0,0
314,Shoelew,Love them,"April 28, 2025","Bought them for my wife, she loves them. Says they are very comfortable. Wears them all the time.",True,5,['IncentivizedReview'],0,0
315,Sestra25,Love the nylon!,"April 28, 2025",Suede is comfy and fitted well would definitely get another pair,True,5,[],0,0
316,DodosGirl,Great shoes!,"April 27, 2025","Love this shoe so much, getting more in other colours",True,5,[],0,0
317,Trgiles,Love everything adidas,"April 27, 2025","Comfy, fit good, price was awesome, and a wonderful fabric and design.",True,5,['IncentivizedReview'],0,0
318,Madameyo,Best sneaker ever,"April 27, 2025",True to size and very comfortable. I considered having large feet and they fit perfectly.,True,5,[],0,0
319,Chris,Great Gift!,"April 27, 2025",My purchase was a gift and my daughter loves the shoe's fit.,True,5,['IncentivizedReview'],0,0
320,Erina2002,"I get so many compliments on these, I love them!","April 27, 2025",I get a lot of compliments on these and I really like them!,True,5,[],0,0
321,MFOG,I love the combination of colors,"April 26, 2025","This is my favourite pair of shoes, love the combination of the colours and the liberty flowers. Also are very comfortable and nice looking",True,5,[],0,0
322,SZD5,Would repurchase,"April 25, 2025","Not only are these shoes cute, they are comfortable and stand out. I had to size down and found my right size.",True,5,['IncentivizedReview'],0,0
323,Jackseven,great retro shoe in a sweet burgundy,"April 25, 2025",yellow stripes pop for added detail gum sole very trendy,True,5,[],0,0
324,Tootie23,Great purchase,"April 25, 2025",I love the color combination and materials used in this shoe. It is a lightweight shoe and is very comfortable.. the only thing I wish was that it didn't squeak when I walk in them.. but that can be fixed in time. Overall it is a great shoes for spring to fall,True,5,[],1,0
325,Elsie,Not a fan,"April 25, 2025","I wanted to love this shoe. I wanted something similar to my Sambas but with more cushioning. I don’t have narrow or wide feet. This is the oddest fitting shoe ever. The satin-like material on the toes is SO wide and wrinkly. It wrinkles and crinkles (audibly) when I walk. They look like they are way too big the way they wrinkle. But, they are not. In fact, I tried multiple sizes, and for the smallest, my toe is at the end yet the wrinkles persist.",False,1,[],1,0
326,Dream,I thought they was sum,"April 25, 2025",Don’t knoe it fit mad weird and they narrow just kept them,False,3,[],0,0
327,Kazak1,Great fit and feel. Soft and classy.,"April 24, 2025",I am flat footed and its still comfy. Amazing shoe,True,5,[],0,0
328,Suzy,Whole size too long,"April 24, 2025",Too long. I typically wear a size 8 in women’s and ordered a 7.5 knowing they run a bit big. They are still 1/2 size too big,False,2,['IncentivizedReview'],2,0
329,Fancy,BUY THEM! RUN! DON’T WALK,"April 24, 2025",I love them! So comfortable & cute! Definitely buying more.,True,5,[],0,0
330,Adrigf,Super girlie,"April 23, 2025","Cool print and confort, they are a show stopper, i have gotten a lot of compliments",True,5,['IncentivizedReview'],0,0
331,RomiG,love the colour combo. super comfy,"April 22, 2025",love adding to my adidias collection. these shoes are a must for anyone who loves adidas,True,5,[],0,0
332,LibertyFan,I am a huge Liberty fan. These are perfect!,"April 22, 2025","These are super cute. There are a few loose threads here and there, but good quality and comfortable.",True,5,[],0,0
333,Ch215,Comfortable and stylish,"April 21, 2025",The comfort and small detail of the lime green. Great with all types of looks.,True,4,['IncentivizedReview'],0,0
334,Sissy,Love these shoes!,"April 21, 2025",Very comfortable and stylish. Color is as shown in pictures.,True,5,['IncentivizedReview'],0,0
335,ccd1715,Current  top 5 fave kick.,"April 21, 2025",Pictures don't do how fly they are justice.   Perfection.,True,5,['IncentivizedReview'],0,0
336,Hunter,These sneakers are super spring / summer perfect.,"April 21, 2025",This is just the pop of color you need.  The official summer sneaker.,True,5,[],1,0
337,Jorge3294,Beautiful design! Love the quality & colors.,"April 21, 2025",An iconic design that I needed in my closet. Love!!,True,5,[],0,0
338,Jakkxx,"love the shoe and print, but was damaged","April 20, 2025","the shoe is perfect, but it came damaged. my size was no longer available so decided to keep. disappointed that it was damaged when it came straight from adidas and my other adidas were perfect and were purchased at a footlocker.",True,4,[],0,0
339,Caro5,Is too big,"April 20, 2025","Beautiful but big, 1/2 sizes down in Adidas, thanks",True,4,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
340,Laura,I love the look and feel,"April 20, 2025",I’m an Adidas girl.  The look and feel of the shoes are great,True,5,['IncentivizedReview'],0,0
341,SS13,Lovely show,"April 20, 2025",Very comfortable.  Better fit for my feet than Samba. Love the colour. Makes the shoe look luxurious.,True,5,['VerifiedPurchaser'],0,0
342,bkphytgirl,So pretty,"April 19, 2025","This collab with Liberty of London is always beautiful. They sell out so fast but I finally got my pair and couldn't be happier. The toe box is narrow and they could use some more cushioning, BUT these are a classic style and that's how they were made back in the day. Flowers make me happy so I'll be rocking these all summer.",True,5,[],0,0
343,Sneakcrush,Very cute,"April 19, 2025","The pattern is very beautiful, and are extremely comfy",True,5,['IncentivizedReview'],0,0
344,NajaNY,A must have!!,"April 18, 2025",I purchased the royal blue version. They look wayyyyy better than pictured. I normally wear a 9 women's but a 8.5 was recommended.  The 8.5 still has a little room but I'm glad I sized down.  This is def a hot shoe.  I love it!,True,5,[],2,0
345,Pachicha,Nice,"April 18, 2025",Really nice good product and I’m always adidas 🩷💙,True,5,['IncentivizedReview'],0,0
346,Jewels,Nice color pattern,"April 18, 2025",Cute shoe received compliments ❤️..could use my cushioning,True,4,['IncentivizedReview'],0,0
347,Mel69,Floral Fun,"April 17, 2025",Love the design. They’ll be a fun addition to my spring and summer wardrobe.,True,5,['IncentivizedReview'],0,0
348,Amberella,"Cute look, but get a Half size smaller! Run large.","April 17, 2025","Seriously should have read reviews first. I love them, but they run large, so I wish, I would have gotten a half size smaller. As for comfort… well, so far I’m not loving them, but it’s probably because the size is off. Probably will exchange them. But I really love the look.",True,4,[],0,0
349,Kath,Lovely shoe!,"April 17, 2025","I love the colors and the floral pattern is so lovely! I have worn them with casual and with more dressy outfits. These are very on trend, but also classic enough to be timeless.",True,5,['IncentivizedReview'],0,0
350,Kerry,Old school with modern flair,"April 17, 2025",Very comfortable. Have received numerous comments on these shoes.,True,5,['IncentivizedReview'],0,0
351,Bayareachick,Great color and style,"April 16, 2025",Super cute but ran big. had to return for half size smaller,True,5,['IncentivizedReview'],1,0
352,PixieBelle,Great purchase!,"April 16, 2025",I bought these shoes for my daughter and she loves them! Especially the color!,True,5,['IncentivizedReview'],0,0
353,AnnMK,Best travel shoe!,"April 15, 2025","These shoes are so lightweight, comfortable, I walked in them forever during a weekend trip, they are true to size and I got a lot of compliments on them!",True,5,['IncentivizedReview'],0,0
354,BethG,The most beautiful Liberty x Adidas shoes!,"April 15, 2025",I LOVE THESE SHOES! I received three compliments the first day I wore them. They are the perfect green and Liberty print.,True,5,['IncentivizedReview'],1,0
355,TamBam,I was not letting these get away,"April 15, 2025","These shoes are super cute and versatile. Can be worn with jeans or a long pleated skirt. Adidas did a big one with these. I have both liberties, I am beginning to like the style of the OG 72 better than the Sambas. They give upper echelon.",True,5,[],0,0
356,shawnteabrown@gmail.com,Love,"April 14, 2025",They are great.  I love  the fit and  color of the shoe,True,5,[],0,0
357,Steph92,My wife like it,"April 14, 2025","Good product, I recommand to anyone and good price too",True,5,[],0,0
358,Mary,Not enough cushioning,"April 14, 2025","The design and look of these shoes are very nice sporty, stylish, and definitely eye-catching. However, when it comes to comfort, they really fall short. There’s no cushioning at all it feels like you’re walking barefoot. I wish they would make shoes that look this good but with more support, especially around the heel. These are fine if you’re wearing them for short periods or mostly sitting down, but definitely not ideal for longer wear or lots of walking.",True,2,[],4,0
359,Kdub,Shoes for the summer!,"April 14, 2025","Super cute and comfortable. With the pop of colors, will definitely be my go to shoes for the summer.",True,5,[],0,0
360,ba1234,NOT true to size! SIZE DOWN full size,"April 14, 2025","As a big Liberty & Adidas fan, these shoes were love at first sight. Unfortunately, I've ordered 2 different sizes now, and still can't find the right fit. I'm a 10 in pretty much every shoe I've ever worn, so naturally I ordered that first. WAY too big, so I exchanged for a 9.5. After a couple more weeks of waiting, I finally received them and they are still huge. Came back to order a size 9, but now they are sold out. Very disappointed :(",True,4,[],0,0
361,Shari08,They absolutely deserve the hype!!!,"April 14, 2025","I read a lot of reviews and was afraid I wouldn’t get my size right because I am a regular 7 and size down to 6, but it fit well!!! So, I would recommend to size down for a perfect fit.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",4,0
362,Li05,Gorgeous!,"April 14, 2025",They are a truly piece of ART! The color is si bright and the flowers are just perfect. They are confortable and your feet feel relax. Just love them 💚,True,5,['IncentivizedReview'],0,0
363,Biggie,Love the comfort on my feet,"April 14, 2025",Great fit and color is unique good for walking or training,True,5,['IncentivizedReview'],0,0
364,Jken12,"Iconic design, very comfortable","April 14, 2025",I get so many compliments on these shoes! Very comfortable and iconic design,True,5,['IncentivizedReview'],0,0
365,Mariela,Amazing color,"April 13, 2025",Absolutely love the color and how comfortable these sneakers are,True,5,['IncentivizedReview'],0,0
366,Jacq,Cute collab that beats out others,"April 13, 2025",Cute collab.  Super comfortable shoe design.  Love that comes with two color laces for options for look.,True,5,['IncentivizedReview'],0,0
367,Abicha,Very nice shoes,"April 13, 2025","Very comfortable shoes, color is amazing, the size was perfect",True,5,[],0,0
368,ClaireOh,I love the color and the fit.,"April 12, 2025",It’s light and comfortable. Perfect for spring/summer outfits. The sizing is big so I had to size down half size.,True,5,[],1,0
369,Jenn,Love them!,"April 12, 2025",SL72 is so comfortable and sleek looking. I went half size down from normal.  Same a Samba.  The colour and flowers are just as gorgeous as the picture!,True,5,[],0,0
370,BeeRee,Floral fashion,"April 12, 2025",These shoes look even better in person. Provide a good amount of comfort when I wore them for 8 hours. Would definitely buy another version of these shoes in the future,True,5,[],0,0
371,NayNay,Very cute and comfortable,"April 12, 2025",Leopard print is my favorite I love these very comfortable and stylish shoes.,True,1,[],0,3
372,Alex,Poor service,"April 12, 2025","product arrived with imperfections or damage from when it was manufactured. Tries twice to reach out, could not get through to a person",False,2,['IncentivizedReview'],0,0
373,Pamela,Cute!,"April 11, 2025",So comfortable and cute! So many compliments when I wear them.,True,5,['IncentivizedReview'],0,0
374,PDub69,Stylish and comfortable.,"April 11, 2025",I love these shoes! I have received so many compliments and they are very comfortable.,True,5,['IncentivizedReview'],1,0
375,Quells,Hot Stepper,"April 11, 2025","my new favorite sneakers  don't walk,  run to order this eye catcher !!",True,5,[],0,0
376,CAinJC,So cute! Comfy and great for any outfit.,"April 10, 2025","So stylish! These will look great with any outfit and for schlepping city streets, I love the off-white color with black. These fit very similar to the Japan shoes; I went down a full size, and add molded insoles for support, but it's not really necessary. They run long and narrow. I don't love the plastic tongue, that is the only drawback to these shoes.",True,5,[],0,0
377,LeeBamf,Favorite spring kicks!,"April 10, 2025",I love these and the unique floral print from the collab with Liberty London. The shoes are very comfortable and I love that they come with additional laces.,True,5,[],1,0
378,Shan,I love these-get compliments every time I wear!,"April 10, 2025","LIght, comfortable shoe.  Love the floral detail! I have a wider foot and this shoe feels good even with the more narrow profile.",True,5,['IncentivizedReview'],0,0
379,Sookienk,Shoes run big.,"April 10, 2025","So disappointed. These shoes run super large. I’m afraid to go down a half size, I don’t want my toe to rub the shoe.",False,2,[],0,1
380,sambalove,Beautiful and comfortable!,"April 10, 2025",From the moment I opened the box I could not take my eyes off these beautiful shoes! The bold green color with vibrant floral stand out and really makes an impression! These are the most comfortable shoes too which makes them even more versatile. Great collaboration!!!,True,5,['IncentivizedReview'],1,0
381,HS23,Fresh kicks,"April 10, 2025",Great shoes. Very stylish. Fit nicely.  Good price.,False,5,['IncentivizedReview'],0,0
382,mariel9,too long,"April 9, 2025","i wear size 7 and the size 7 is too long, 1/2 size down",True,5,[],3,0
383,JPearly,Super cute & comfortable,"April 9, 2025",Love the pattern. Sized down a half size as recommended and fits perfectly. Comfortable. Tons of compliments. Hope to see more fun patterns. Maybe a plaid for fall?,True,5,['IncentivizedReview'],1,0
384,Peggle,Love it!,"April 9, 2025","As gorgeous as the picture and a great fit, I was worried I would need 10.5 but the 10 is roomy!",True,5,['IncentivizedReview'],0,0
385,Flor,Fabolous,"April 9, 2025",Very good! The product is amazing . The color is perfect .,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
386,BD20,Comfort & Style!,"April 9, 2025",A classic that stands the test of time! Super stylish and comfortable to boot!,True,5,[],0,0
387,Otar,Could been better,"April 9, 2025","The shoe visually looks great, however after the first use the writings inside were fallen off.. again after the first usage.",False,2,['VerifiedPurchaser'],0,0
388,Mando1972,Great casual look.,"April 9, 2025",Great color combination. Great spring look. Good fit. Many choice of colors.,True,5,['IncentivizedReview'],0,0
389,Millie,I love my Adidas,"April 9, 2025","My Adidas are always comfortable and stylish,  I have never been disappointed.",True,5,[],0,0
390,Jackieinthe305,Get them now!,"April 8, 2025",Stunning sneakers.  Super comfortable and true to size. I’m usually 7.5 and the 7 fits perfectly with slight room for my feet. The Charcoal / Crystal Sand / Brown is timeless. Get them while you can!,True,5,['IncentivizedReview'],0,0
391,Vero,Amazing style,"April 8, 2025","Style shoes, super comfy, they go with everything from casual to bold",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
392,Jessica,Love this shoe!,"April 8, 2025","Love this shoe, fits true to size, very comfy, lightweight, well made.",True,5,[],0,0
393,Mrs.HJW,Super comfy & I love the retro look they’re a vibe,"April 8, 2025",Highly recommend. I have the matching pink and blue jacket to match.,True,5,[],0,0
394,Lily,"Great, I love it so much , it’s my new love","April 8, 2025","Super comfortable shoes I have ever worn, love it so much",True,5,[],0,0
395,Ceej2727,Fun but sizing is weird for US sizes,"April 8, 2025",A fun shoe. Comfortable.  I had a problem with the sizing. I’m a UK 6.5 and a U.S. 9 and these two are different on the size guide. I measured my foot and picked the U.S. 9 but they were too big so I had to exchange. It took 11 days to get ones a half size down. I’m still not sure if they’re the right size but I’m worried getting another half size down will be too tight so I’m just wearing them with thicker socks. They’re very narrow so I think it just makes to toe box a bit weird.,True,4,['IncentivizedReview'],0,0
396,Julie,Cute shoe to wear out and about!,"April 7, 2025",Very comfortable.  Got lots of compliments.  Looks great with all green.,True,5,[],0,0
397,undefined,very comfortable and trendy,"April 7, 2025","very nice and comfortable, I took 1/2 size smaller than usual size. And I am glad I did it",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
398,Allie,Adorable but run big,"April 7, 2025","These are adorable and comfortable sneakers, however they do run very long. I ordered a full size down to finally get them to fit better. Even then, I could probably go another half size smaller.",True,5,[],1,0
399,Jsan,I get so many compliments with the color,"April 7, 2025","I get so many compliments with the color , the only issue I have is that it’s not true to size in size 8 in all other brands I ordered size 8 and it’s size 9 in my opinion. It’s also not super comfy",True,4,[],0,0
400,Melly,Gorgeous!,"April 7, 2025","I love these shoes. The floral print is so vibrant, a jacquard texture. ❤️❤️",True,5,['IncentivizedReview'],0,0
401,LondonLover25,Gorgeous!,"April 7, 2025","Oh my goodness! These are too cute for words! I was so disappointed that I missed the first Liberty London/ADIDAS collab. However, I think that I love these even more than the first shoes that were released. I love the rich emerald green. The floral pattern is a brocade-type fabric. They look amazing. I almost want to keep them on a shelf to admire, but I receive lots of compliments when I wear them out.",True,5,['IncentivizedReview'],0,0
402,Kate,Super cute and comfy,"April 6, 2025",LOVE these shoes! Wish they had other colors! I get compliments every time I wear them.,True,5,['IncentivizedReview'],0,0
403,Virgi,Me encantó,"April 6, 2025","Es perfecto, cómodo, moderno y su diseño es súper bello!",True,5,[],1,0
404,sett24,good product,"April 6, 2025",the sleek design of it and the material is so solid. its good for formal outfit or office.,True,4,['IncentivizedReview'],0,0
405,LA70,Wonderful,"April 6, 2025","Very nice product, confortable and stylish. Colors are perfect!",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
406,CharleyBeez,cute and comfy,"April 6, 2025",Fit is true to size. so comfy and perfect for spring,True,5,[],0,0
